Rb2ScCsF6  ,Sandia Report SAND2012-9951: Doty et al.
Rb3CeBr6   ,J. Thermal Analysis and Calorimetry 2(101)  DOI: 10.1007/s10973-010-0824-7
Rb3CeCl6   ,"J. Th. Anal. Cal. 67, 789-826 (2002)"
Rb3CoF6    ,Springer Materials
Rb3CuF6    ,Z. Anorg Allg. Chem. 519 (1984) 195-203
Rb3DyCl6,Springer Materials
Rb3EuCl6   ,Springer Materials 
Rb3EuF6    ,Springer Materials
Rb3GdCl6,Springer Materials
Rb3GdF6,Springer Materials
Rb3HoCl6,"Handbook of Inorganic Substances, Walter de Gruyter GmbH & Co (2015), P. Villars, K. Cenzual, R. Gladyshevskii "
Rb3LaBr6   ,Springer Materials
Rb3LaCl6   ,Springer Materials
Rb3LaI6    ,"Molten Salts and Ionic Liquids: Never the Twain? John Wiley and Sons (2012), M. Gaune-Escard & K. R. Seddon"
Rb3NdBr6   ,"Handbook of Inorganic Substances, Walter de Gruyter GmbH & Co (2015), P. Villars, K. Cenzual, R. Gladyshevskii "
Rb3NdCl6   ,"Inorg. Chem. 46, 6, 2299 (2007)"
Rb3NdF6,Springer Materials
Rb3NdI6    ," Inorg. Chem. 46, 6, 2299 (2007) "
Rb3PrCl6   ,"Physico-Chemical Analysis of Molten Electrolytes, V. Danek, Elsevier, Science (2006)"
Rb3PrF6    ,Springer Materials
Rb3ScF6    ,J. Molec. Struct 174 (1988) 449-454 
Rb3SmBr6   ,"J. Thermal Analysis 46, 1239-1249 (1996)"
Rb3SmCl6   ,"J. Thermal Analysis Calorimetry 67, 789-826 (2002) "
Rb3TbBr6   ,"Inorg. Chem. 46, 6, 2299 (2007)"
Rb3TbCl6   ,"Inorg. Chem. 46, 6, 2299 (2007)"
Rb3TlF6    ,ICSD
Rb3TmCl6,Springer Materials
Rb3YbF6,Springer Materials
Rb3YCl6    ,Zeit. Anorg. Allg. Chem. 618 13-17 (1992)
Rb3YF6     ,ICSD
RbAgF3     ,"Acta Cryst. B53, 44-66 (1997)"
RbBaF3     ,EPJB doi: 10.1140/epjb/e2015-60107-5 (2015)
RbBaI3     ,"Chem. Mater. 28, 4259-4266 (2016)"
RbBiO3     ,arxiv 1704.04211v2
RbCaBr3    ,J. Cryst. Growth 466 39-44 (2017)
RbCaI3     ,"Inorg Chem. 45, 9901-9906 (2006)"
RbCdI3,Springer Materials
RbEuCl3    ,Springer Materials
RbFeCl3,Springer Materials
RbPaO3     ,"Acta Cryst B27, 731 (1971)"
RbPbBr3    ,"Bachelor Thesis Matthew Ronald Linaburg, Ohio State, 2015"
RbPbCl3    ,Springer Materials
RbSrBr3    ,"J. therm. Analysis 35, 585-593 (1989 "
RbSrCl3    ,Springer Materials
RbSrF3     ,"J. Luminesc. 11, 363-367 (1976)"
RbTlCl3    ,arxiv 1302.1785v1
RbTmCl3    ,"J. Less Common Metals 93(2), 371-380"
RbTmI3     ,"Z. Allg. Chem. 622 (5), 759-765 (1996)"
RbYbI3     ,J. Less. Common. Metals 127 219-224 (1987)
SbCoO3     ,"Sci. Technol. Adv. Mater. 16(2), 024801 (2015)"
ScCoO3     ,J. Sci. Tech. of Adv. Mater. 024801 (2015)
ScFeO3     ,"JACS, 136 (43) 15291-15299 (2014)"
ScMnO3     ,Inorg. Chem. 52(16) 9692-9697 (2013)
ScRhO3     ,Inorg. Chem. 52(20) 12005-12011 (2013)
Sm2MnFeO6  ,"J. Magn. and Magnetic Mater. 320 (14), e114-e116 (2008)"
SmGaO3     ,"Mat. Res. Bull. 9(5), 637-644 (1974)"
SmSbO3     ,"Handbook of Inorganic Substances, Walter de Gruyter GmbH & Co (2015), P. Villars, K. Cenzual, R. Gladyshevskii "
Sr2BaUO6   ,"Russian Journal of Inorganic Chemistry 55(6), 904-912 (2010)"
Sr2CoTcO6  ,"Comp. Mater. Sci. 92, 63-68 (2014)"
Sr2FeHfO6  ,"J. Alloys Comp. 586, 289-294 (2014)"
Sr2FeSnO6  ,JETP Letters 82(4) 220-223 (2005)
Sr2FeTcO6  ,"Comp. Mater. Sci. 92, 63-68 (2014)"
Sr2FeZrO6  ,JETP Letters 82(4) 220-223 (2005)
Sr2GeMoO6  ,J. Phys. Chem. Solids doi:j.jpcs.2016.03.003 (2016)
Sr2MnOsO6  ,"Chem. Phys. Lett. 501, 324-329 (2011)"
Sr2MoBaO6,Springer Materials
Sr2MoOsO6  ,"J. Magnetism and Magnetic Mater. 345, 195-200 (2013)"
Sr2NbCeO6  ,Physica B Condens Matter 406 (3) 624-627 (2011)
Sr2NbNdO6  ,"Solid State Ionics 149, 236-246 (2002)"
Sr2NbTmO6  ,ICSD
Sr2NiTcO6  ,"Comp. Mater. Sci. 92, 63-68 (2014)"
Sr2RhIrO6  ,"PRB 85, 115105 (2015)"
Sr2SbCeO6  ,"Integrated Ferroelectrics 116(1), 113-118 (2010)"
Sr2ScMoO6  ,"J. Solid State Chem. 219, 148-151 (2014)"
Sr2TiIrO6  ,(icsd)
Sr2VFeO6   ,"J Struct Chem 49 (5), 781-787 (2008) "
Sr2VOsO6   ,"Chem. Phys. Lett. 501, 324-329 (2011) - theo"
Sr2VReO6   ,"PRB 80, 054415 (2009)"
Sr3NpO6    ,"J Chem Thermodynamics 17, 561-573 (1985)"
Sr3PuO6    ,"J Chem Thermodynamics 17, 561-573 (1985)"
SrAmO3     ,J. Phys. Chem. Solids 67 1531-1536 (2006)
SrBiO3     ,ICSD
SrIrO3     ,"J. Appl. Phys 103, 103706 (2008)"
SrNpO3     ,"Hyperfine Interactions 28, 585-588 (1986)"
SrPaO3     ,"J. Inorg. Nucl. Chem. 27, 321-327 (1965)"
SrPdO3     ,"PRB 89, 045104 (2014)"
SrPtO3     ,"Phys Chem Chem Phys 15,7526-7533 (2013)"
SrPuO3     ,"J. Nucl Mater. 422, 163-166 (2012)"
SrReO3     ,"Phys Chem Chem Phys 15,7526-7533 (2013)"
SrRhO3     ,"Physica B Condens Matter 323-333 part 2, 820-821 (2003)"
SrTaO3     ,"J Cryst Growth 223, 161-168 (2001)"
SrUO3      ,"J Alloy Comp. 635, 163-172 (2015)"
TbGaO3     ,Springer Materials
TbInO3     ,J. Inorg Nucl. Chem. 38(8) 1471-1475(1976)
TbTiO3     ,"Mat Res Bull 4, 251-256 (1969)"
TiFeO3     ,Springer Materials (possibly FeTiO3)
TiPbO3     ,Springer Materials (may be PbTiO3)
Tl2AgInF6  ,"Mat. Sci. Eng. 24, 81-151 (1998)"
Tl2KCrF6   ,Springer Materials
Tl2KGaF6   ,Springer Materials
Tl2KMoF6   ,"Z. Anorg. Allg. Chem. 416, 240-250 (1975)"
Tl2LiGdCl6 ,"J. Lumin. 164, 86-89 (2015)"
Tl2LiYCl6  ,IEEE Trans. Nucl. Science. 63(6) (2016)
Tl2NaBiCl6 ,"Phys Rev. Appl. 3(5), 054005 (2015)"
Tl2NaGaF6,Springer Materials
Tl2NaMoF6 ,"Z. Anorg. Allg. Chemie 416, 240-250 (1975)"
Tl2NaRhF6  ,Springer Materials
Tl3ScF6   ,Springer Materials
Tl3ScF6   ,"J. Molec. Struct 174, 449-454 (1988)"
Tl3TiF6   ,ICSD
TlCaF3     ,"Front. Mat. Sci., 3, doi:10.3389/fmats.2016.00019 (2016)"
TlCoF3     ,"Phys. Lett. 44A(3), 187 (1973)"
TlFeO3     ,"J Solid State Chem. 161, 197-204 (2001)"
TlHgF3     ,"Front. Mat. Sci., 3, doi:10.3389/fmats.2016.00019 (2016)"
TlMgF3     ,thery arxiv:1606.03279v1
TlMnO3     ,"Inorg. Chem. 53(18), 9800-9808 (2014)"
TlScO3    ,"Inorg Chem. 55(4), 1940-1945 (2016)"
TlVCl3    ,Springer materials
TmGaO3    ,"Sci Rep 6, 34667 (2016) "
TmRhO3    ,Springer Materials
TmScO3    ,Springer Materials
TmTiO3    ,"Mat Res Bull 4, 251-256 (1969)"
Y2CrCoO6  ,"AIP Conf. Proc. 1722, 290012 (2016)"
Y2CrFeO6  ,J. Phys. D: Appl. Phys. 46 416303 (2013)
Y2MgTiO6  ,Springer Materials
Y2MnFeO6  ,Dalton Trans 43(4) 1691-1698 (2014)
Y2VTcO6   ,arxiv: 1104.2399
Yb2MnCoO6 ,"Appl. Phys. Lett. 107 (1), 012902 (2015)"
YbGaO3    ,Mat. Res Bull. 1(4) 247-255 (1966)
YBiO3     ,"Sci Rep 3,1651 (2013)"
YbRhO3    ,"J. Phas Equil. 37(4), 503-509 (2016)"
YbScO3    ,"PRB 82, 064101 (2010) "
YInO3     ,J. Inorg. Nucl. Chem vol 38 1471-1475 (1976)
YTiO3,Springer Materials
YGaO3,Springer Materials
YRhO3     ,"Mat Res Bull. 20,6 619-627 (1985)"
YSbO3     ,Springer Materials
ZnFeO3    ,PhD thesis Universita degli studi di Padova Stefano Diodati
